Meter Number,Date,Start Time,Duration,Consumption,Generation,Net
5366729,1/6/2024,5:00 PM,60,0.645,,0.645
5366729,1/6/2024,6:00 PM,60,0.19,,0.19
5366729,1/6/2024,7:00 PM,60,0.155,,0.155
5366729,1/6/2024,8:00 PM,60,0.265,,0.265
5366729,1/6/2024,9:00 PM,60,0.175,,0.175
5366729,1/6/2024,10:00 PM,60,0.58,,0.58
5366729,1/6/2024,11:00 PM,60,0.87,,0.87
5366729,1/7/2024,12:00 AM,60,0.475,,0.475
5366729,1/7/2024,1:00 AM,60,0.505,,0.505
5366729,1/7/2024,2:00 AM,60,0.49,,0.49
5366729,1/7/2024,3:00 AM,60,0.53,,0.53
5366729,1/7/2024,4:00 AM,60,0.47,,0.47
5366729,1/7/2024,5:00 AM,60,0.48,,0.48
5366729,1/7/2024,6:00 AM,60,0.445,,0.445
5366729,1/7/2024,7:00 AM,60,0.77,,0.77
5366729,1/7/2024,8:00 AM,60,0.595,,0.595
5366729,1/7/2024,9:00 AM,60,0.525,,0.525
5366729,1/7/2024,10:00 AM,60,0.165,,0.165
5366729,1/7/2024,11:00 AM,60,0.105,,0.105
5366729,1/7/2024,12:00 PM,60,0.23,,0.23
5366729,1/7/2024,1:00 PM,60,0.19,,0.19
5366729,1/7/2024,2:00 PM,60,1.615,,1.615
5366729,1/7/2024,3:00 PM,60,2.11,,2.11
5366729,1/7/2024,4:00 PM,60,0.785,,0.785
5366729,1/7/2024,5:00 PM,60,0.845,,0.845
5366729,1/7/2024,6:00 PM,60,0.67,,0.67
5366729,1/7/2024,7:00 PM,60,0.86,,0.86
5366729,1/7/2024,8:00 PM,60,0.58,,0.58
5366729,1/7/2024,9:00 PM,60,0.43,,0.43
5366729,1/7/2024,10:00 PM,60,0.72,,0.72
5366729,1/7/2024,11:00 PM,60,0.785,,0.785
5366729,1/8/2024,12:00 AM,60,0.82,,0.82
5366729,1/8/2024,1:00 AM,60,0.905,,0.905
5366729,1/8/2024,2:00 AM,60,1.015,,1.015
5366729,1/8/2024,3:00 AM,60,1.025,,1.025
5366729,1/8/2024,4:00 AM,60,1.31,,1.31
5366729,1/8/2024,5:00 AM,60,1.215,,1.215
5366729,1/8/2024,6:00 AM,60,1.63,,1.63
5366729,1/8/2024,7:00 AM,60,0.325,,0.325
5366729,1/8/2024,8:00 AM,60,1.04,,1.04
5366729,1/8/2024,9:00 AM,60,0.79,,0.79
5366729,1/8/2024,10:00 AM,60,0.725,,0.725
5366729,1/8/2024,11:00 AM,60,0.44,,0.44
5366729,1/8/2024,12:00 PM,60,0.415,,0.415
5366729,1/8/2024,1:00 PM,60,0.265,,0.265
5366729,1/8/2024,2:00 PM,60,0.285,,0.285
5366729,1/8/2024,3:00 PM,60,0.5,,0.5
5366729,1/8/2024,4:00 PM,60,0.33,,0.33
5366729,1/8/2024,5:00 PM,60,1.3,,1.3
5366729,1/8/2024,6:00 PM,60,0.49,,0.49
5366729,1/8/2024,7:00 PM,60,1.185,,1.185
5366729,1/8/2024,8:00 PM,60,0.835,,0.835
5366729,1/8/2024,9:00 PM,60,0.395,,0.395
5366729,1/8/2024,10:00 PM,60,0.75,,0.75
5366729,1/8/2024,11:00 PM,60,0.915,,0.915
5366729,1/9/2024,12:00 AM,60,0.905,,0.905
5366729,1/9/2024,1:00 AM,60,0.91,,0.91
5366729,1/9/2024,2:00 AM,60,0.995,,0.995
5366729,1/9/2024,3:00 AM,60,0.94,,0.94
5366729,1/9/2024,4:00 AM,60,1.065,,1.065
5366729,1/9/2024,5:00 AM,60,0.99,,0.99
5366729,1/9/2024,6:00 AM,60,1.425,,1.425
5366729,1/9/2024,7:00 AM,60,1.47,,1.47
5366729,1/9/2024,8:00 AM,60,1.19,,1.19
5366729,1/9/2024,9:00 AM,60,1.04,,1.04
5366729,1/9/2024,10:00 AM,60,0.545,,0.545
5366729,1/9/2024,11:00 AM,60,0.37,,0.37
5366729,1/9/2024,12:00 PM,60,0.065,,0.065
5366729,1/9/2024,1:00 PM,60,0.11,,0.11
5366729,1/9/2024,2:00 PM,60,0.255,,0.255
5366729,1/9/2024,3:00 PM,60,0.725,,0.725
5366729,1/9/2024,4:00 PM,60,1.305,,1.305
5366729,1/9/2024,5:00 PM,60,1.07,,1.07
5366729,1/9/2024,6:00 PM,60,0.805,,0.805
5366729,1/9/2024,7:00 PM,60,0.445,,0.445
5366729,1/9/2024,8:00 PM,60,0.535,,0.535
5366729,1/9/2024,9:00 PM,60,0.56,,0.56
5366729,1/9/2024,10:00 PM,60,0.72,,0.72
5366729,1/9/2024,11:00 PM,60,0.74,,0.74
5366729,1/10/2024,12:00 AM,60,0.77,,0.77
5366729,1/10/2024,1:00 AM,60,0.76,,0.76
5366729,1/10/2024,2:00 AM,60,0.865,,0.865
5366729,1/10/2024,3:00 AM,60,0.955,,0.955
5366729,1/10/2024,4:00 AM,60,1.015,,1.015
5366729,1/10/2024,5:00 AM,60,0.94,,0.94
5366729,1/10/2024,6:00 AM,60,1.655,,1.655
5366729,1/10/2024,7:00 AM,60,0.72,,0.72
5366729,1/10/2024,8:00 AM,60,0.64,,0.64
5366729,1/10/2024,9:00 AM,60,0.82,,0.82
5366729,1/10/2024,10:00 AM,60,0.665,,0.665
5366729,1/10/2024,11:00 AM,60,0.49,,0.49
5366729,1/10/2024,12:00 PM,60,0.335,,0.335
5366729,1/10/2024,1:00 PM,60,0.365,,0.365
5366729,1/10/2024,2:00 PM,60,0.32,,0.32
5366729,1/10/2024,3:00 PM,60,0.425,,0.425
5366729,1/10/2024,4:00 PM,60,0.615,,0.615
5366729,1/10/2024,5:00 PM,60,0.765,,0.765
5366729,1/10/2024,6:00 PM,60,0.335,,0.335
5366729,1/10/2024,7:00 PM,60,0.87,,0.87
5366729,1/10/2024,8:00 PM,60,0.48,,0.48
5366729,1/10/2024,9:00 PM,60,0.565,,0.565
5366729,1/10/2024,10:00 PM,60,0.495,,0.495
5366729,1/10/2024,11:00 PM,60,0.425,,0.425
5366729,1/11/2024,12:00 AM,60,0.45,,0.45
5366729,1/11/2024,1:00 AM,60,0.51,,0.51
5366729,1/11/2024,2:00 AM,60,0.445,,0.445
5366729,1/11/2024,3:00 AM,60,0.46,,0.46
5366729,1/11/2024,4:00 AM,60,0.52,,0.52
5366729,1/11/2024,5:00 AM,60,0.43,,0.43
5366729,1/11/2024,6:00 AM,60,1,,1
5366729,1/11/2024,7:00 AM,60,0.47,,0.47
5366729,1/11/2024,8:00 AM,60,0.075,,0.075
5366729,1/11/2024,9:00 AM,60,0.68,,0.68
5366729,1/11/2024,10:00 AM,60,0.405,,0.405
5366729,1/11/2024,11:00 AM,60,0.305,,0.305
5366729,1/11/2024,12:00 PM,60,0.21,,0.21
5366729,1/11/2024,1:00 PM,60,0.17,,0.17
5366729,1/11/2024,2:00 PM,60,0.88,,0.88
5366729,1/11/2024,3:00 PM,60,1.305,,1.305
5366729,1/11/2024,4:00 PM,60,0.425,,0.425
5366729,1/11/2024,5:00 PM,60,0.885,,0.885
5366729,1/11/2024,6:00 PM,60,0.54,,0.54
5366729,1/11/2024,7:00 PM,60,0.615,,0.615
5366729,1/11/2024,8:00 PM,60,0.635,,0.635
5366729,1/11/2024,9:00 PM,60,0.415,,0.415
5366729,1/11/2024,10:00 PM,60,0.735,,0.735
5366729,1/11/2024,11:00 PM,60,0.73,,0.73
5366729,1/12/2024,12:00 AM,60,0.75,,0.75
5366729,1/12/2024,1:00 AM,60,0.835,,0.835
5366729,1/12/2024,2:00 AM,60,0.935,,0.935
5366729,1/12/2024,3:00 AM,60,0.865,,0.865
5366729,1/12/2024,4:00 AM,60,1.23,,1.23
5366729,1/12/2024,5:00 AM,60,1.1,,1.1
5366729,1/12/2024,6:00 AM,60,1.19,,1.19
5366729,1/12/2024,7:00 AM,60,0.325,,0.325
5366729,1/12/2024,8:00 AM,60,0.77,,0.77
5366729,1/12/2024,9:00 AM,60,0.72,,0.72
5366729,1/12/2024,10:00 AM,60,0.645,,0.645
5366729,1/12/2024,11:00 AM,60,0.545,,0.545
5366729,1/12/2024,12:00 PM,60,0.3,,0.3
5366729,1/12/2024,1:00 PM,60,0.215,,0.215
5366729,1/12/2024,2:00 PM,60,0.04,,0.04
5366729,1/12/2024,3:00 PM,60,0.37,,0.37
5366729,1/12/2024,4:00 PM,60,0.27,,0.27
5366729,1/12/2024,5:00 PM,60,0.55,,0.55
5366729,1/12/2024,6:00 PM,60,0.675,,0.675
5366729,1/12/2024,7:00 PM,60,0.815,,0.815
5366729,1/12/2024,8:00 PM,60,1.305,,1.305
5366729,1/12/2024,9:00 PM,60,0.905,,0.905
5366729,1/12/2024,10:00 PM,60,0.715,,0.715
5366729,1/12/2024,11:00 PM,60,0.725,,0.725
5366729,1/13/2024,12:00 AM,60,0.73,,0.73
5366729,1/13/2024,1:00 AM,60,0.78,,0.78
5366729,1/13/2024,2:00 AM,60,0.845,,0.845
5366729,1/13/2024,3:00 AM,60,0.84,,0.84
5366729,1/13/2024,4:00 AM,60,0.98,,0.98
5366729,1/13/2024,5:00 AM,60,0.975,,0.975
5366729,1/13/2024,6:00 AM,60,1.06,,1.06
5366729,1/13/2024,7:00 AM,60,0.94,,0.94
5366729,1/13/2024,8:00 AM,60,0.995,,0.995
5366729,1/13/2024,9:00 AM,60,1.245,,1.245
5366729,1/13/2024,10:00 AM,60,1.325,,1.325
5366729,1/13/2024,11:00 AM,60,0.92,,0.92
5366729,1/13/2024,12:00 PM,60,0.95,,0.95
5366729,1/13/2024,1:00 PM,60,0.61,,0.61
5366729,1/13/2024,2:00 PM,60,0.605,,0.605
5366729,1/13/2024,3:00 PM,60,0.555,,0.555
5366729,1/13/2024,4:00 PM,60,0.86,,0.86
5366729,1/13/2024,5:00 PM,60,0.46,,0.46
5366729,1/13/2024,6:00 PM,60,0.195,,0.195
5366729,1/13/2024,7:00 PM,60,0.29,,0.29
5366729,1/13/2024,8:00 PM,60,0.515,,0.515
5366729,1/13/2024,9:00 PM,60,0.645,,0.645
5366729,1/13/2024,10:00 PM,60,1.325,,1.325
5366729,1/13/2024,11:00 PM,60,0.87,,0.87
5366729,1/14/2024,12:00 AM,60,0.77,,0.77
5366729,1/14/2024,1:00 AM,60,0.745,,0.745
5366729,1/14/2024,2:00 AM,60,0.74,,0.74
5366729,1/14/2024,3:00 AM,60,0.71,,0.71
5366729,1/14/2024,4:00 AM,60,0.775,,0.775
5366729,1/14/2024,5:00 AM,60,0.815,,0.815
5366729,1/14/2024,6:00 AM,60,0.79,,0.79
5366729,1/14/2024,7:00 AM,60,0.865,,0.865
5366729,1/14/2024,8:00 AM,60,0.89,,0.89
5366729,1/14/2024,9:00 AM,60,0.715,,0.715
5366729,1/14/2024,10:00 AM,60,0.105,,0.105
5366729,1/14/2024,11:00 AM,60,0.07,,0.07
5366729,1/14/2024,12:00 PM,60,0.695,,0.695
5366729,1/14/2024,1:00 PM,60,0.365,,0.365
5366729,1/14/2024,2:00 PM,60,0.41,,0.41
5366729,1/14/2024,3:00 PM,60,1.13,,1.13
5366729,1/14/2024,4:00 PM,60,2.09,,2.09
5366729,1/14/2024,5:00 PM,60,0.7,,0.7
5366729,1/14/2024,6:00 PM,60,0.455,,0.455
5366729,1/14/2024,7:00 PM,60,0.605,,0.605
5366729,1/14/2024,8:00 PM,60,0.535,,0.535
5366729,1/14/2024,9:00 PM,60,0.525,,0.525
5366729,1/14/2024,10:00 PM,60,0.62,,0.62
5366729,1/14/2024,11:00 PM,60,0.57,,0.57
5366729,1/15/2024,12:00 AM,60,0.695,,0.695
5366729,1/15/2024,1:00 AM,60,0.63,,0.63
5366729,1/15/2024,2:00 AM,60,0.675,,0.675
5366729,1/15/2024,3:00 AM,60,0.71,,0.71
5366729,1/15/2024,4:00 AM,60,0.795,,0.795
5366729,1/15/2024,5:00 AM,60,0.785,,0.785
5366729,1/15/2024,6:00 AM,60,0.825,,0.825
5366729,1/15/2024,7:00 AM,60,0.835,,0.835
5366729,1/15/2024,8:00 AM,60,0.75,,0.75
5366729,1/15/2024,9:00 AM,60,1.31,,1.31
5366729,1/15/2024,10:00 AM,60,0.615,,0.615
5366729,1/15/2024,11:00 AM,60,0.52,,0.52
5366729,1/15/2024,12:00 PM,60,0.625,,0.625
5366729,1/15/2024,1:00 PM,60,0.23,,0.23
5366729,1/15/2024,2:00 PM,60,0.36,,0.36
5366729,1/15/2024,3:00 PM,60,0.605,,0.605
5366729,1/15/2024,4:00 PM,60,0.91,,0.91
5366729,1/15/2024,5:00 PM,60,1.21,,1.21
5366729,1/15/2024,6:00 PM,60,0.355,,0.355
5366729,1/15/2024,7:00 PM,60,0.28,,0.28
5366729,1/15/2024,8:00 PM,60,0.2,,0.2
5366729,1/15/2024,9:00 PM,60,0.7,,0.7
5366729,1/15/2024,10:00 PM,60,0.9,,0.9
5366729,1/15/2024,11:00 PM,60,0.505,,0.505
5366729,1/16/2024,12:00 AM,60,0.68,,0.68
5366729,1/16/2024,1:00 AM,60,0.475,,0.475
5366729,1/16/2024,2:00 AM,60,0.725,,0.725
5366729,1/16/2024,3:00 AM,60,0.525,,0.525
5366729,1/16/2024,4:00 AM,60,0.735,,0.735
5366729,1/16/2024,5:00 AM,60,1.025,,1.025
5366729,1/16/2024,6:00 AM,60,0.76,,0.76
5366729,1/16/2024,7:00 AM,60,0.67,,0.67
5366729,1/16/2024,8:00 AM,60,0.485,,0.485
5366729,1/16/2024,9:00 AM,60,0.47,,0.47
5366729,1/16/2024,10:00 AM,60,0.41,,0.41
5366729,1/16/2024,11:00 AM,60,0.26,,0.26
5366729,1/16/2024,12:00 PM,60,0.135,,0.135
5366729,1/16/2024,1:00 PM,60,0.08,,0.08
5366729,1/16/2024,2:00 PM,60,0.08,,0.08
5366729,1/16/2024,3:00 PM,60,0.14,,0.14
5366729,1/16/2024,4:00 PM,60,0.27,,0.27
5366729,1/16/2024,5:00 PM,60,1.015,,1.015
5366729,1/16/2024,6:00 PM,60,0.235,,0.235
5366729,1/16/2024,7:00 PM,60,0.565,,0.565
5366729,1/16/2024,8:00 PM,60,0.515,,0.515
5366729,1/16/2024,9:00 PM,60,0.385,,0.385
5366729,1/16/2024,10:00 PM,60,0.41,,0.41
5366729,1/16/2024,11:00 PM,60,0.395,,0.395
5366729,1/17/2024,12:00 AM,60,0.415,,0.415
5366729,1/17/2024,1:00 AM,60,0.41,,0.41
5366729,1/17/2024,2:00 AM,60,0.46,,0.46
5366729,1/17/2024,3:00 AM,60,0.415,,0.415
5366729,1/17/2024,4:00 AM,60,0.47,,0.47
5366729,1/17/2024,5:00 AM,60,0.415,,0.415
5366729,1/17/2024,6:00 AM,60,0.84,,0.84
5366729,1/17/2024,7:00 AM,60,0.585,,0.585
5366729,1/17/2024,8:00 AM,60,0.67,,0.67
5366729,1/17/2024,9:00 AM,60,0.92,,0.92
5366729,1/17/2024,10:00 AM,60,0.355,,0.355
5366729,1/17/2024,11:00 AM,60,0.43,,0.43
5366729,1/17/2024,12:00 PM,60,0.235,,0.235
5366729,1/17/2024,1:00 PM,60,0.215,,0.215
5366729,1/17/2024,2:00 PM,60,0.245,,0.245
5366729,1/17/2024,3:00 PM,60,0.08,,0.08
5366729,1/17/2024,4:00 PM,60,0.27,,0.27
5366729,1/17/2024,5:00 PM,60,1.185,,1.185
5366729,1/17/2024,6:00 PM,60,0.63,,0.63
5366729,1/17/2024,7:00 PM,60,0.625,,0.625
5366729,1/17/2024,8:00 PM,60,0.82,,0.82
5366729,1/17/2024,9:00 PM,60,0.615,,0.615
5366729,1/17/2024,10:00 PM,60,0.19,,0.19
5366729,1/17/2024,11:00 PM,60,0.265,,0.265
5366729,1/18/2024,12:00 AM,60,0.245,,0.245
5366729,1/18/2024,1:00 AM,60,0.44,,0.44
5366729,1/18/2024,2:00 AM,60,0.55,,0.55
5366729,1/18/2024,3:00 AM,60,0.545,,0.545
5366729,1/18/2024,4:00 AM,60,0.56,,0.56
5366729,1/18/2024,5:00 AM,60,0.785,,0.785
5366729,1/18/2024,6:00 AM,60,0.945,,0.945
5366729,1/18/2024,7:00 AM,60,0.44,,0.44
5366729,1/18/2024,8:00 AM,60,0.12,,0.12
5366729,1/18/2024,9:00 AM,60,0.45,,0.45
5366729,1/18/2024,10:00 AM,60,0.52,,0.52
5366729,1/18/2024,11:00 AM,60,0.25,,0.25
5366729,1/18/2024,12:00 PM,60,0.135,,0.135
5366729,1/18/2024,1:00 PM,60,0.135,,0.135
5366729,1/18/2024,2:00 PM,60,0.04,,0.04
5366729,1/18/2024,3:00 PM,60,0.215,,0.215
5366729,1/18/2024,4:00 PM,60,0.94,,0.94
5366729,1/18/2024,5:00 PM,60,2.045,,2.045
5366729,1/18/2024,6:00 PM,60,0.41,,0.41
5366729,1/18/2024,7:00 PM,60,0.19,,0.19
5366729,1/18/2024,8:00 PM,60,0.22,,0.22
5366729,1/18/2024,9:00 PM,60,0.525,,0.525
5366729,1/18/2024,10:00 PM,60,0.41,,0.41
5366729,1/18/2024,11:00 PM,60,0.29,,0.29
5366729,1/19/2024,12:00 AM,60,0.44,,0.44
5366729,1/19/2024,1:00 AM,60,0.445,,0.445
5366729,1/19/2024,2:00 AM,60,0.445,,0.445
5366729,1/19/2024,3:00 AM,60,0.5,,0.5
5366729,1/19/2024,4:00 AM,60,0.63,,0.63
5366729,1/19/2024,5:00 AM,60,0.49,,0.49
5366729,1/19/2024,6:00 AM,60,0.99,,0.99
5366729,1/19/2024,7:00 AM,60,0.57,,0.57
5366729,1/19/2024,8:00 AM,60,0.12,,0.12
5366729,1/19/2024,9:00 AM,60,0.13,,0.13
5366729,1/19/2024,10:00 AM,60,0.075,,0.075
5366729,1/19/2024,11:00 AM,60,0.095,,0.095
5366729,1/19/2024,12:00 PM,60,0.09,,0.09
5366729,1/19/2024,1:00 PM,60,0.085,,0.085
5366729,1/19/2024,2:00 PM,60,0.1,,0.1
5366729,1/19/2024,3:00 PM,60,0.52,,0.52
5366729,1/19/2024,4:00 PM,60,0.46,,0.46
5366729,1/19/2024,5:00 PM,60,2.19,,2.19
5366729,1/19/2024,6:00 PM,60,1.205,,1.205
5366729,1/19/2024,7:00 PM,60,0.175,,0.175
5366729,1/19/2024,8:00 PM,60,0.335,,0.335
5366729,1/19/2024,9:00 PM,60,0.825,,0.825
5366729,1/19/2024,10:00 PM,60,0.85,,0.85
5366729,1/19/2024,11:00 PM,60,0.895,,0.895
5366729,1/20/2024,12:00 AM,60,0.3,,0.3
5366729,1/20/2024,1:00 AM,60,0.235,,0.235
5366729,1/20/2024,2:00 AM,60,0.25,,0.25
5366729,1/20/2024,3:00 AM,60,0.22,,0.22
5366729,1/20/2024,4:00 AM,60,0.44,,0.44
5366729,1/20/2024,5:00 AM,60,0.4,,0.4
5366729,1/20/2024,6:00 AM,60,0.375,,0.375
5366729,1/20/2024,7:00 AM,60,0.39,,0.39
5366729,1/20/2024,8:00 AM,60,0.32,,0.32
5366729,1/20/2024,9:00 AM,60,0.245,,0.245
5366729,1/20/2024,10:00 AM,60,0.37,,0.37
5366729,1/20/2024,11:00 AM,60,0.88,,0.88
5366729,1/20/2024,12:00 PM,60,0.325,,0.325
5366729,1/20/2024,1:00 PM,60,0.215,,0.215
5366729,1/20/2024,2:00 PM,60,0.255,,0.255
5366729,1/20/2024,3:00 PM,60,1.24,,1.24
5366729,1/20/2024,4:00 PM,60,0.615,,0.615
5366729,1/20/2024,5:00 PM,60,0.9,,0.9
5366729,1/20/2024,6:00 PM,60,0.23,,0.23
5366729,1/20/2024,7:00 PM,60,0.085,,0.085
5366729,1/20/2024,8:00 PM,60,0.235,,0.235
5366729,1/20/2024,9:00 PM,60,0.335,,0.335
5366729,1/20/2024,10:00 PM,60,1.205,,1.205
5366729,1/20/2024,11:00 PM,60,0.885,,0.885
