Meter Number,Date,Start Time,Duration,Consumption,Generation,Net
5366729,2/16/2024,10:00 AM,60,0.715,,0.715
5366729,2/16/2024,11:00 AM,60,0.965,,0.965
5366729,2/16/2024,12:00 PM,60,0.425,,0.425
5366729,2/16/2024,1:00 PM,60,0.16,,0.16
5366729,2/16/2024,2:00 PM,60,0.04,,0.04
5366729,2/16/2024,3:00 PM,60,0.37,,0.37
5366729,2/16/2024,4:00 PM,60,0.56,,0.56
5366729,2/16/2024,5:00 PM,60,0.625,,0.625
5366729,2/16/2024,6:00 PM,60,0.71,,0.71
5366729,2/16/2024,7:00 PM,60,0.51,,0.51
5366729,2/16/2024,8:00 PM,60,0.495,,0.495
5366729,2/16/2024,9:00 PM,60,0.39,,0.39
5366729,2/16/2024,10:00 PM,60,0.13,,0.13
5366729,2/16/2024,11:00 PM,60,0.07,,0.07
5366729,2/17/2024,12:00 AM,60,0.12,,0.12
5366729,2/17/2024,1:00 AM,60,0.18,,0.18
5366729,2/17/2024,2:00 AM,60,0.27,,0.27
5366729,2/17/2024,3:00 AM,60,0.215,,0.215
5366729,2/17/2024,4:00 AM,60,0.415,,0.415
5366729,2/17/2024,5:00 AM,60,0.28,,0.28
5366729,2/17/2024,6:00 AM,60,0.425,,0.425
5366729,2/17/2024,7:00 AM,60,0.39,,0.39
5366729,2/17/2024,8:00 AM,60,0.26,,0.26
5366729,2/17/2024,9:00 AM,60,0.385,,0.385
5366729,2/17/2024,10:00 AM,60,0.25,,0.25
5366729,2/17/2024,11:00 AM,60,0.395,,0.395
5366729,2/17/2024,12:00 PM,60,0.215,,0.215
5366729,2/17/2024,1:00 PM,60,0.235,,0.235
5366729,2/17/2024,2:00 PM,60,0.05,,0.05
5366729,2/17/2024,3:00 PM,60,0.23,,0.23
5366729,2/17/2024,4:00 PM,60,0.23,,0.23
5366729,2/17/2024,5:00 PM,60,0.09,,0.09
5366729,2/17/2024,6:00 PM,60,0.345,,0.345
5366729,2/17/2024,7:00 PM,60,0.365,,0.365
5366729,2/17/2024,8:00 PM,60,0.345,,0.345
5366729,2/17/2024,9:00 PM,60,0.285,,0.285
5366729,2/17/2024,10:00 PM,60,0.32,,0.32
5366729,2/17/2024,11:00 PM,60,0.475,,0.475
5366729,2/18/2024,12:00 AM,60,0.415,,0.415
5366729,2/18/2024,1:00 AM,60,0.46,,0.46
5366729,2/18/2024,2:00 AM,60,0.455,,0.455
5366729,2/18/2024,3:00 AM,60,0.465,,0.465
5366729,2/18/2024,4:00 AM,60,0.645,,0.645
5366729,2/18/2024,5:00 AM,60,0.525,,0.525
5366729,2/18/2024,6:00 AM,60,0.615,,0.615
5366729,2/18/2024,7:00 AM,60,0.52,,0.52
5366729,2/18/2024,8:00 AM,60,0.49,,0.49
5366729,2/18/2024,9:00 AM,60,0.82,,0.82
5366729,2/18/2024,10:00 AM,60,0.35,,0.35
5366729,2/18/2024,11:00 AM,60,0.265,,0.265
5366729,2/18/2024,12:00 PM,60,0.065,,0.065
5366729,2/18/2024,1:00 PM,60,0.165,,0.165
5366729,2/18/2024,2:00 PM,60,3.02,,3.02
5366729,2/18/2024,3:00 PM,60,0.905,,0.905
5366729,2/18/2024,4:00 PM,60,0.855,,0.855
5366729,2/18/2024,5:00 PM,60,0.66,,0.66
5366729,2/18/2024,6:00 PM,60,0.455,,0.455
5366729,2/18/2024,7:00 PM,60,0.55,,0.55
5366729,2/18/2024,8:00 PM,60,0.515,,0.515
5366729,2/18/2024,9:00 PM,60,0.505,,0.505
5366729,2/18/2024,10:00 PM,60,0.305,,0.305
5366729,2/18/2024,11:00 PM,60,0.47,,0.47
5366729,2/19/2024,12:00 AM,60,0.345,,0.345
5366729,2/19/2024,1:00 AM,60,0.165,,0.165
5366729,2/19/2024,2:00 AM,60,0.125,,0.125
5366729,2/19/2024,3:00 AM,60,0.255,,0.255
5366729,2/19/2024,4:00 AM,60,0.255,,0.255
5366729,2/19/2024,5:00 AM,60,0.51,,0.51
5366729,2/19/2024,6:00 AM,60,0.44,,0.44
5366729,2/19/2024,7:00 AM,60,0.325,,0.325
5366729,2/19/2024,8:00 AM,60,0.425,,0.425
5366729,2/19/2024,9:00 AM,60,1.19,,1.19
5366729,2/19/2024,10:00 AM,60,0.385,,0.385
5366729,2/19/2024,11:00 AM,60,0.455,,0.455
5366729,2/19/2024,12:00 PM,60,0.07,,0.07
5366729,2/19/2024,1:00 PM,60,0.18,,0.18
5366729,2/19/2024,2:00 PM,60,0.065,,0.065
5366729,2/19/2024,3:00 PM,60,0.09,,0.09
5366729,2/19/2024,4:00 PM,60,0.83,,0.83
5366729,2/19/2024,5:00 PM,60,0.55,,0.55
5366729,2/19/2024,6:00 PM,60,0.395,,0.395
5366729,2/19/2024,7:00 PM,60,0.325,,0.325
5366729,2/19/2024,8:00 PM,60,0.37,,0.37
5366729,2/19/2024,9:00 PM,60,0.145,,0.145
5366729,2/19/2024,10:00 PM,60,0.2,,0.2
5366729,2/19/2024,11:00 PM,60,0.235,,0.235
5366729,2/20/2024,12:00 AM,60,0.23,,0.23
5366729,2/20/2024,1:00 AM,60,0.24,,0.24
5366729,2/20/2024,2:00 AM,60,0.235,,0.235
5366729,2/20/2024,3:00 AM,60,0.24,,0.24
5366729,2/20/2024,4:00 AM,60,0.24,,0.24
5366729,2/20/2024,5:00 AM,60,0.31,,0.31
5366729,2/20/2024,6:00 AM,60,0.375,,0.375
5366729,2/20/2024,7:00 AM,60,0.325,,0.325
5366729,2/20/2024,8:00 AM,60,0.25,,0.25
5366729,2/20/2024,9:00 AM,60,0.415,,0.415
5366729,2/20/2024,10:00 AM,60,0.26,,0.26
5366729,2/20/2024,11:00 AM,60,0.22,,0.22
5366729,2/20/2024,12:00 PM,60,0.335,,0.335
5366729,2/20/2024,1:00 PM,60,0.325,,0.325
5366729,2/20/2024,2:00 PM,60,0.275,,0.275
5366729,2/20/2024,3:00 PM,60,0.22,,0.22
5366729,2/20/2024,4:00 PM,60,0.265,,0.265
5366729,2/20/2024,5:00 PM,60,0.675,,0.675
5366729,2/20/2024,6:00 PM,60,0.48,,0.48
5366729,2/20/2024,7:00 PM,60,0.405,,0.405
5366729,2/20/2024,8:00 PM,60,0.355,,0.355
5366729,2/20/2024,9:00 PM,60,0.32,,0.32
5366729,2/20/2024,10:00 PM,60,0.285,,0.285
5366729,2/20/2024,11:00 PM,60,0.25,,0.25
5366729,2/21/2024,12:00 AM,60,0.245,,0.245
5366729,2/21/2024,1:00 AM,60,0.39,,0.39
5366729,2/21/2024,2:00 AM,60,0.27,,0.27
5366729,2/21/2024,3:00 AM,60,0.22,,0.22
5366729,2/21/2024,4:00 AM,60,0.29,,0.29
5366729,2/21/2024,5:00 AM,60,0.385,,0.385
5366729,2/21/2024,6:00 AM,60,0.29,,0.29
5366729,2/21/2024,7:00 AM,60,0.425,,0.425
5366729,2/21/2024,8:00 AM,60,0.53,,0.53
5366729,2/21/2024,9:00 AM,60,0.235,,0.235
5366729,2/21/2024,10:00 AM,60,0.24,,0.24
5366729,2/21/2024,11:00 AM,60,0.06,,0.06
5366729,2/21/2024,12:00 PM,60,0.2,,0.2
5366729,2/21/2024,1:00 PM,60,0.07,,0.07
5366729,2/21/2024,2:00 PM,60,0.055,,0.055
5366729,2/21/2024,3:00 PM,60,0.24,,0.24
5366729,2/21/2024,4:00 PM,60,0.895,,0.895
5366729,2/21/2024,5:00 PM,60,0.495,,0.495
5366729,2/21/2024,6:00 PM,60,0.66,,0.66
5366729,2/21/2024,7:00 PM,60,0.9,,0.9
5366729,2/21/2024,8:00 PM,60,0.75,,0.75
5366729,2/21/2024,9:00 PM,60,0.28,,0.28
5366729,2/21/2024,10:00 PM,60,0.235,,0.235
5366729,2/21/2024,11:00 PM,60,0.27,,0.27
5366729,2/22/2024,12:00 AM,60,0.39,,0.39
5366729,2/22/2024,1:00 AM,60,0.45,,0.45
5366729,2/22/2024,2:00 AM,60,0.25,,0.25
5366729,2/22/2024,3:00 AM,60,0.4,,0.4
5366729,2/22/2024,4:00 AM,60,0.43,,0.43
5366729,2/22/2024,5:00 AM,60,0.495,,0.495
5366729,2/22/2024,6:00 AM,60,0.595,,0.595
5366729,2/22/2024,7:00 AM,60,0.51,,0.51
5366729,2/22/2024,8:00 AM,60,0.48,,0.48
5366729,2/22/2024,9:00 AM,60,0.425,,0.425
5366729,2/22/2024,10:00 AM,60,0.25,,0.25
5366729,2/22/2024,11:00 AM,60,0.2,,0.2
5366729,2/22/2024,12:00 PM,60,0.095,,0.095
5366729,2/22/2024,1:00 PM,60,0.135,,0.135
5366729,2/22/2024,2:00 PM,60,0.265,,0.265
5366729,2/22/2024,3:00 PM,60,0.435,,0.435
5366729,2/22/2024,4:00 PM,60,1.435,,1.435
5366729,2/22/2024,5:00 PM,60,0.655,,0.655
5366729,2/22/2024,6:00 PM,60,0.195,,0.195
5366729,2/22/2024,7:00 PM,60,0.42,,0.42
5366729,2/22/2024,8:00 PM,60,0.59,,0.59
5366729,2/22/2024,9:00 PM,60,0.635,,0.635
5366729,2/22/2024,10:00 PM,60,0.425,,0.425
5366729,2/22/2024,11:00 PM,60,0.11,,0.11
5366729,2/23/2024,12:00 AM,60,0.135,,0.135
5366729,2/23/2024,1:00 AM,60,0.07,,0.07
5366729,2/23/2024,2:00 AM,60,0.11,,0.11
5366729,2/23/2024,3:00 AM,60,0.09,,0.09
5366729,2/23/2024,4:00 AM,60,0.07,,0.07
5366729,2/23/2024,5:00 AM,60,0.125,,0.125
5366729,2/23/2024,6:00 AM,60,1.365,,1.365
5366729,2/23/2024,7:00 AM,60,1.245,,1.245
5366729,2/23/2024,8:00 AM,60,1.14,,1.14
5366729,2/23/2024,9:00 AM,60,0.515,,0.515
5366729,2/23/2024,10:00 AM,60,0.23,,0.23
5366729,2/23/2024,11:00 AM,60,0.275,,0.275
5366729,2/23/2024,12:00 PM,60,0.035,,0.035
5366729,2/23/2024,1:00 PM,60,0.095,,0.095
5366729,2/23/2024,2:00 PM,60,0.035,,0.035
5366729,2/23/2024,3:00 PM,60,0.19,,0.19
5366729,2/23/2024,4:00 PM,60,0.95,,0.95
5366729,2/23/2024,5:00 PM,60,0.75,,0.75
5366729,2/23/2024,6:00 PM,60,0.56,,0.56
5366729,2/23/2024,7:00 PM,60,0.605,,0.605
5366729,2/23/2024,8:00 PM,60,0.72,,0.72
5366729,2/23/2024,9:00 PM,60,0.37,,0.37
5366729,2/23/2024,10:00 PM,60,0.21,,0.21
5366729,2/23/2024,11:00 PM,60,0.23,,0.23
5366729,2/24/2024,12:00 AM,60,0.22,,0.22
5366729,2/24/2024,1:00 AM,60,0.12,,0.12
5366729,2/24/2024,2:00 AM,60,0.375,,0.375
5366729,2/24/2024,3:00 AM,60,0.265,,0.265
5366729,2/24/2024,4:00 AM,60,0.335,,0.335
5366729,2/24/2024,5:00 AM,60,0.33,,0.33
5366729,2/24/2024,6:00 AM,60,0.435,,0.435
5366729,2/24/2024,7:00 AM,60,0.48,,0.48
5366729,2/24/2024,8:00 AM,60,0.425,,0.425
5366729,2/24/2024,9:00 AM,60,0.11,,0.11
5366729,2/24/2024,10:00 AM,60,0.085,,0.085
5366729,2/24/2024,11:00 AM,60,0.04,,0.04
5366729,2/24/2024,12:00 PM,60,0.09,,0.09
5366729,2/24/2024,1:00 PM,60,0.06,,0.06
5366729,2/24/2024,2:00 PM,60,0.09,,0.09
5366729,2/24/2024,3:00 PM,60,0.045,,0.045
5366729,2/24/2024,4:00 PM,60,0.085,,0.085
5366729,2/24/2024,5:00 PM,60,0.065,,0.065
5366729,2/24/2024,6:00 PM,60,0.2,,0.2
5366729,2/24/2024,7:00 PM,60,0.35,,0.35
5366729,2/24/2024,8:00 PM,60,0.42,,0.42
5366729,2/24/2024,9:00 PM,60,0.35,,0.35
5366729,2/24/2024,10:00 PM,60,0.29,,0.29
5366729,2/24/2024,11:00 PM,60,0.465,,0.465
5366729,2/25/2024,12:00 AM,60,0.145,,0.145
5366729,2/25/2024,1:00 AM,60,0.225,,0.225
5366729,2/25/2024,2:00 AM,60,0.425,,0.425
5366729,2/25/2024,3:00 AM,60,0.415,,0.415
5366729,2/25/2024,4:00 AM,60,0.25,,0.25
5366729,2/25/2024,5:00 AM,60,0.435,,0.435
5366729,2/25/2024,6:00 AM,60,0.43,,0.43
5366729,2/25/2024,7:00 AM,60,0.44,,0.44
5366729,2/25/2024,8:00 AM,60,0.87,,0.87
5366729,2/25/2024,9:00 AM,60,0.445,,0.445
5366729,2/25/2024,10:00 AM,60,0.11,,0.11
5366729,2/25/2024,11:00 AM,60,0.04,,0.04
5366729,2/25/2024,12:00 PM,60,0.085,,0.085
5366729,2/25/2024,1:00 PM,60,0.035,,0.035
5366729,2/25/2024,2:00 PM,60,0.09,,0.09
5366729,2/25/2024,3:00 PM,60,0.04,,0.04
5366729,2/25/2024,4:00 PM,60,0.11,,0.11
5366729,2/25/2024,5:00 PM,60,0.745,,0.745
5366729,2/25/2024,6:00 PM,60,0.305,,0.305
5366729,2/25/2024,7:00 PM,60,0.66,,0.66
5366729,2/25/2024,8:00 PM,60,0.855,,0.855
5366729,2/25/2024,9:00 PM,60,0.82,,0.82
5366729,2/25/2024,10:00 PM,60,0.295,,0.295
5366729,2/25/2024,11:00 PM,60,0.16,,0.16
5366729,2/26/2024,12:00 AM,60,0.155,,0.155
5366729,2/26/2024,1:00 AM,60,0.095,,0.095
5366729,2/26/2024,2:00 AM,60,0.115,,0.115
5366729,2/26/2024,3:00 AM,60,0.11,,0.11
5366729,2/26/2024,4:00 AM,60,0.385,,0.385
5366729,2/26/2024,5:00 AM,60,0.64,,0.64
5366729,2/26/2024,6:00 AM,60,0.295,,0.295
5366729,2/26/2024,7:00 AM,60,0.44,,0.44
5366729,2/26/2024,8:00 AM,60,0.23,,0.23
5366729,2/26/2024,9:00 AM,60,0.295,,0.295
5366729,2/26/2024,10:00 AM,60,0.365,,0.365
5366729,2/26/2024,11:00 AM,60,0.24,,0.24
5366729,2/26/2024,12:00 PM,60,0.075,,0.075
5366729,2/26/2024,1:00 PM,60,0.22,,0.22
5366729,2/26/2024,2:00 PM,60,0.255,,0.255
5366729,2/26/2024,3:00 PM,60,0.325,,0.325
5366729,2/26/2024,4:00 PM,60,0.49,,0.49
5366729,2/26/2024,5:00 PM,60,0.97,,0.97
5366729,2/26/2024,6:00 PM,60,0.45,,0.45
5366729,2/26/2024,7:00 PM,60,0.915,,0.915
5366729,2/26/2024,8:00 PM,60,0.88,,0.88
5366729,2/26/2024,9:00 PM,60,0.755,,0.755
5366729,2/26/2024,10:00 PM,60,0.455,,0.455
5366729,2/26/2024,11:00 PM,60,0.385,,0.385
5366729,2/27/2024,12:00 AM,60,0.315,,0.315
5366729,2/27/2024,1:00 AM,60,0.455,,0.455
5366729,2/27/2024,2:00 AM,60,0.315,,0.315
5366729,2/27/2024,3:00 AM,60,0.33,,0.33
5366729,2/27/2024,4:00 AM,60,0.435,,0.435
5366729,2/27/2024,5:00 AM,60,0.31,,0.31
5366729,2/27/2024,6:00 AM,60,0.65,,0.65
5366729,2/27/2024,7:00 AM,60,0.215,,0.215
5366729,2/27/2024,8:00 AM,60,0.36,,0.36
5366729,2/27/2024,9:00 AM,60,0.075,,0.075
5366729,2/27/2024,10:00 AM,60,0.115,,0.115
5366729,2/27/2024,11:00 AM,60,0.075,,0.075
5366729,2/27/2024,12:00 PM,60,0.11,,0.11
5366729,2/27/2024,1:00 PM,60,0.075,,0.075
5366729,2/27/2024,2:00 PM,60,0.115,,0.115
5366729,2/27/2024,3:00 PM,60,0.075,,0.075
5366729,2/27/2024,4:00 PM,60,0.115,,0.115
5366729,2/27/2024,5:00 PM,60,1.13,,1.13
5366729,2/27/2024,6:00 PM,60,0.395,,0.395
5366729,2/27/2024,7:00 PM,60,0.365,,0.365
5366729,2/27/2024,8:00 PM,60,0.425,,0.425
5366729,2/27/2024,9:00 PM,60,0.255,,0.255
5366729,2/27/2024,10:00 PM,60,0.08,,0.08
5366729,2/27/2024,11:00 PM,60,0.265,,0.265
5366729,2/28/2024,12:00 AM,60,0.3,,0.3
5366729,2/28/2024,1:00 AM,60,0.47,,0.47
5366729,2/28/2024,2:00 AM,60,0.33,,0.33
5366729,2/28/2024,3:00 AM,60,0.41,,0.41
5366729,2/28/2024,4:00 AM,60,0.365,,0.365
5366729,2/28/2024,5:00 AM,60,0.69,,0.69
5366729,2/28/2024,6:00 AM,60,0.82,,0.82
5366729,2/28/2024,7:00 AM,60,0.305,,0.305
5366729,2/28/2024,8:00 AM,60,0.295,,0.295
5366729,2/28/2024,9:00 AM,60,0.1,,0.1
5366729,2/28/2024,10:00 AM,60,0.07,,0.07
5366729,2/28/2024,11:00 AM,60,0.125,,0.125
5366729,2/28/2024,12:00 PM,60,0.07,,0.07
5366729,2/28/2024,1:00 PM,60,0.11,,0.11
5366729,2/28/2024,2:00 PM,60,0.08,,0.08
5366729,2/28/2024,3:00 PM,60,0.21,,0.21
5366729,2/28/2024,4:00 PM,60,0.115,,0.115
5366729,2/28/2024,5:00 PM,60,0.825,,0.825
5366729,2/28/2024,6:00 PM,60,1.835,,1.835
5366729,2/28/2024,7:00 PM,60,0.13,,0.13
5366729,2/28/2024,8:00 PM,60,0.145,,0.145
5366729,2/28/2024,9:00 PM,60,0.475,,0.475
5366729,2/28/2024,10:00 PM,60,0.42,,0.42
5366729,2/28/2024,11:00 PM,60,0.74,,0.74
5366729,2/29/2024,12:00 AM,60,0.335,,0.335
5366729,2/29/2024,1:00 AM,60,0.195,,0.195
5366729,2/29/2024,2:00 AM,60,0.135,,0.135
5366729,2/29/2024,3:00 AM,60,0.08,,0.08
5366729,2/29/2024,4:00 AM,60,0.265,,0.265
5366729,2/29/2024,5:00 AM,60,0.21,,0.21
5366729,2/29/2024,6:00 AM,60,0.295,,0.295
5366729,2/29/2024,7:00 AM,60,0.125,,0.125
5366729,2/29/2024,8:00 AM,60,0.315,,0.315
5366729,2/29/2024,9:00 AM,60,0.295,,0.295
5366729,2/29/2024,10:00 AM,60,0.155,,0.155
5366729,2/29/2024,11:00 AM,60,0.305,,0.305
5366729,2/29/2024,12:00 PM,60,0.225,,0.225
5366729,2/29/2024,1:00 PM,60,1.475,,1.475
5366729,2/29/2024,2:00 PM,60,0.11,,0.11
5366729,2/29/2024,3:00 PM,60,0.38,,0.38
5366729,2/29/2024,4:00 PM,60,0.55,,0.55
5366729,2/29/2024,5:00 PM,60,1.44,,1.44
5366729,2/29/2024,6:00 PM,60,0.275,,0.275
5366729,2/29/2024,7:00 PM,60,0.255,,0.255
5366729,2/29/2024,8:00 PM,60,0.525,,0.525
5366729,2/29/2024,9:00 PM,60,0.49,,0.49
5366729,2/29/2024,10:00 PM,60,0.43,,0.43
5366729,2/29/2024,11:00 PM,60,0.295,,0.295
5366729,3/1/2024,12:00 AM,60,0.28,,0.28
5366729,3/1/2024,1:00 AM,60,0.37,,0.37
5366729,3/1/2024,2:00 AM,60,0.24,,0.24
5366729,3/1/2024,3:00 AM,60,0.265,,0.265
5366729,3/1/2024,4:00 AM,60,0.39,,0.39
5366729,3/1/2024,5:00 AM,60,0.265,,0.265
5366729,3/1/2024,6:00 AM,60,0.505,,0.505
5366729,3/1/2024,7:00 AM,60,0.185,,0.185
5366729,3/1/2024,8:00 AM,60,0.365,,0.365
5366729,3/1/2024,9:00 AM,60,0.73,,0.73
5366729,3/1/2024,10:00 AM,60,0.53,,0.53
5366729,3/1/2024,11:00 AM,60,0.54,,0.54
5366729,3/1/2024,12:00 PM,60,0.155,,0.155
5366729,3/1/2024,1:00 PM,60,0.12,,0.12
5366729,3/1/2024,2:00 PM,60,0.065,,0.065
5366729,3/1/2024,3:00 PM,60,0.15,,0.15
5366729,3/1/2024,4:00 PM,60,1.38,,1.38
5366729,3/1/2024,5:00 PM,60,0.395,,0.395
5366729,3/1/2024,6:00 PM,60,0.205,,0.205
5366729,3/1/2024,7:00 PM,60,0.145,,0.145
5366729,3/1/2024,8:00 PM,60,0.28,,0.28
5366729,3/1/2024,9:00 PM,60,0.995,,0.995
5366729,3/1/2024,10:00 PM,60,0.12,,0.12
5366729,3/1/2024,11:00 PM,60,0.135,,0.135
5366729,3/2/2024,12:00 AM,60,0.215,,0.215
5366729,3/2/2024,1:00 AM,60,0.265,,0.265
5366729,3/2/2024,2:00 AM,60,0.29,,0.29
5366729,3/2/2024,3:00 AM,60,0.375,,0.375
5366729,3/2/2024,4:00 AM,60,0.215,,0.215
5366729,3/2/2024,5:00 AM,60,0.295,,0.295
5366729,3/2/2024,6:00 AM,60,0.4,,0.4
5366729,3/2/2024,7:00 AM,60,0.265,,0.265
5366729,3/2/2024,8:00 AM,60,0.44,,0.44
5366729,3/2/2024,9:00 AM,60,0.2,,0.2
5366729,3/2/2024,10:00 AM,60,0.56,,0.56
5366729,3/2/2024,11:00 AM,60,0.41,,0.41
5366729,3/2/2024,12:00 PM,60,1.205,,1.205
5366729,3/2/2024,1:00 PM,60,0.245,,0.245
5366729,3/2/2024,2:00 PM,60,0.29,,0.29
5366729,3/2/2024,3:00 PM,60,0.15,,0.15
5366729,3/2/2024,4:00 PM,60,0.17,,0.17
5366729,3/2/2024,5:00 PM,60,0.26,,0.26
5366729,3/2/2024,6:00 PM,60,1.455,,1.455
5366729,3/2/2024,7:00 PM,60,1,,1
5366729,3/2/2024,8:00 PM,60,0.86,,0.86
5366729,3/2/2024,9:00 PM,60,0.765,,0.765
5366729,3/2/2024,10:00 PM,60,0.53,,0.53
5366729,3/2/2024,11:00 PM,60,0.285,,0.285
5366729,3/3/2024,12:00 AM,60,0.29,,0.29
5366729,3/3/2024,1:00 AM,60,0.42,,0.42
5366729,3/3/2024,2:00 AM,60,0.24,,0.24
5366729,3/3/2024,3:00 AM,60,0.44,,0.44
5366729,3/3/2024,4:00 AM,60,0.44,,0.44
5366729,3/3/2024,5:00 AM,60,0.435,,0.435
5366729,3/3/2024,6:00 AM,60,0.455,,0.455
5366729,3/3/2024,7:00 AM,60,0.41,,0.41
5366729,3/3/2024,8:00 AM,60,0.48,,0.48
5366729,3/3/2024,9:00 AM,60,0.57,,0.57
5366729,3/3/2024,10:00 AM,60,0.275,,0.275
5366729,3/3/2024,11:00 AM,60,0.415,,0.415
5366729,3/3/2024,12:00 PM,60,0.41,,0.41
5366729,3/3/2024,1:00 PM,60,0.31,,0.31
5366729,3/3/2024,2:00 PM,60,0.11,,0.11
5366729,3/3/2024,3:00 PM,60,0.11,,0.11
5366729,3/3/2024,4:00 PM,60,0.125,,0.125
5366729,3/3/2024,5:00 PM,60,2.335,,2.335
5366729,3/3/2024,6:00 PM,60,0.785,,0.785
5366729,3/3/2024,7:00 PM,60,0.55,,0.55
5366729,3/3/2024,8:00 PM,60,0.38,,0.38
5366729,3/3/2024,9:00 PM,60,0.265,,0.265
5366729,3/3/2024,10:00 PM,60,0.11,,0.11
5366729,3/3/2024,11:00 PM,60,0.1,,0.1
5366729,3/4/2024,12:00 AM,60,0.24,,0.24
5366729,3/4/2024,1:00 AM,60,0.235,,0.235
5366729,3/4/2024,2:00 AM,60,0.41,,0.41
5366729,3/4/2024,3:00 AM,60,0.435,,0.435
5366729,3/4/2024,4:00 AM,60,0.48,,0.48
5366729,3/4/2024,5:00 AM,60,0.615,,0.615
5366729,3/4/2024,6:00 AM,60,0.95,,0.95
5366729,3/4/2024,7:00 AM,60,0.18,,0.18
5366729,3/4/2024,8:00 AM,60,0.15,,0.15
5366729,3/4/2024,9:00 AM,60,0.095,,0.095
5366729,3/4/2024,10:00 AM,60,0.1,,0.1
5366729,3/4/2024,11:00 AM,60,0.08,,0.08
5366729,3/4/2024,12:00 PM,60,0.11,,0.11
5366729,3/4/2024,1:00 PM,60,0.07,,0.07
5366729,3/4/2024,2:00 PM,60,0.11,,0.11
5366729,3/4/2024,3:00 PM,60,0.29,,0.29
5366729,3/4/2024,4:00 PM,60,0.46,,0.46
5366729,3/4/2024,5:00 PM,60,0.56,,0.56
5366729,3/4/2024,6:00 PM,60,1.01,,1.01
5366729,3/4/2024,7:00 PM,60,1.015,,1.015
5366729,3/4/2024,8:00 PM,60,1.515,,1.515
5366729,3/4/2024,9:00 PM,60,0.66,,0.66
5366729,3/4/2024,10:00 PM,60,0.33,,0.33
5366729,3/4/2024,11:00 PM,60,0.42,,0.42
5366729,3/5/2024,12:00 AM,60,0.43,,0.43
5366729,3/5/2024,1:00 AM,60,0.43,,0.43
5366729,3/5/2024,2:00 AM,60,0.455,,0.455
5366729,3/5/2024,3:00 AM,60,0.45,,0.45
5366729,3/5/2024,4:00 AM,60,0.45,,0.45
5366729,3/5/2024,5:00 AM,60,0.56,,0.56
5366729,3/5/2024,6:00 AM,60,0.835,,0.835
5366729,3/5/2024,7:00 AM,60,0.485,,0.485
5366729,3/5/2024,8:00 AM,60,0.435,,0.435
5366729,3/5/2024,9:00 AM,60,0.415,,0.415
5366729,3/5/2024,10:00 AM,60,0.435,,0.435
5366729,3/5/2024,11:00 AM,60,0.035,,0.035
5366729,3/5/2024,12:00 PM,60,0.225,,0.225
5366729,3/5/2024,1:00 PM,60,0.035,,0.035
5366729,3/5/2024,2:00 PM,60,0.085,,0.085
5366729,3/5/2024,3:00 PM,60,0.235,,0.235
5366729,3/5/2024,4:00 PM,60,0.115,,0.115
5366729,3/5/2024,5:00 PM,60,0.65,,0.65
5366729,3/5/2024,6:00 PM,60,0.44,,0.44
5366729,3/5/2024,7:00 PM,60,0.29,,0.29
5366729,3/5/2024,8:00 PM,60,0.265,,0.265
5366729,3/5/2024,9:00 PM,60,0.13,,0.13
5366729,3/5/2024,10:00 PM,60,0.105,,0.105
5366729,3/5/2024,11:00 PM,60,0.085,,0.085
5366729,3/6/2024,12:00 AM,60,0.235,,0.235
5366729,3/6/2024,1:00 AM,60,0.415,,0.415
5366729,3/6/2024,2:00 AM,60,0.38,,0.38
5366729,3/6/2024,3:00 AM,60,0.425,,0.425
5366729,3/6/2024,4:00 AM,60,0.395,,0.395
5366729,3/6/2024,5:00 AM,60,0.72,,0.72
5366729,3/6/2024,6:00 AM,60,1.04,,1.04
5366729,3/6/2024,7:00 AM,60,1.02,,1.02
5366729,3/6/2024,8:00 AM,60,0.54,,0.54
5366729,3/6/2024,9:00 AM,60,0.45,,0.45
5366729,3/6/2024,10:00 AM,60,0.31,,0.31
5366729,3/6/2024,11:00 AM,60,0.175,,0.175
5366729,3/6/2024,12:00 PM,60,0.195,,0.195
5366729,3/6/2024,1:00 PM,60,0.085,,0.085
5366729,3/6/2024,2:00 PM,60,0.165,,0.165
5366729,3/6/2024,3:00 PM,60,0.18,,0.18
5366729,3/6/2024,4:00 PM,60,0.18,,0.18
5366729,3/6/2024,5:00 PM,60,1.255,,1.255
5366729,3/6/2024,6:00 PM,60,1.17,,1.17
5366729,3/6/2024,7:00 PM,60,0.32,,0.32
5366729,3/6/2024,8:00 PM,60,0.405,,0.405
5366729,3/6/2024,9:00 PM,60,0.645,,0.645
5366729,3/6/2024,10:00 PM,60,0.705,,0.705
5366729,3/6/2024,11:00 PM,60,0.885,,0.885
5366729,3/7/2024,12:00 AM,60,0.465,,0.465
5366729,3/7/2024,1:00 AM,60,0.445,,0.445
5366729,3/7/2024,2:00 AM,60,0.28,,0.28
5366729,3/7/2024,3:00 AM,60,0.415,,0.415
5366729,3/7/2024,4:00 AM,60,0.46,,0.46
5366729,3/7/2024,5:00 AM,60,0.645,,0.645
5366729,3/7/2024,6:00 AM,60,0.58,,0.58
5366729,3/7/2024,7:00 AM,60,0.155,,0.155
5366729,3/7/2024,8:00 AM,60,0.315,,0.315
5366729,3/7/2024,9:00 AM,60,0.15,,0.15
5366729,3/7/2024,10:00 AM,60,0.105,,0.105
